DATE,num_of_arrival_delays
1993-01-01,1907
1993-01-02,3510
1993-01-03,5329
1993-01-04,4458
1993-01-05,2939
1993-01-06,2836
1993-01-07,2692
1993-01-08,3924
1993-01-09,3185
1993-01-10,3990
1993-01-11,3491
1993-01-12,4528
1993-01-13,4858
1993-01-14,2254
1993-01-15,3490
1993-01-16,1690
1993-01-17,2731
1993-01-18,3009
1993-01-19,2974
1993-01-20,2687
1993-01-21,4652
1993-01-22,3011
1993-01-23,1150
1993-01-24,1719
1993-01-25,1197
1993-01-26,1007
1993-01-27,985
1993-01-28,1439
1993-01-29,2199
1993-01-30,810
1993-01-31,1187
1993-02-01,1300
1993-02-02,919
1993-02-03,1937
1993-02-04,2583
1993-02-05,1541
1993-02-06,2180
1993-02-07,1769
1993-02-08,1380
1993-02-09,1630
1993-02-10,2407
1993-02-11,3590
1993-02-12,4985
1993-02-13,2702
1993-02-14,1410
1993-02-15,3828
1993-02-16,5501
1993-02-17,2983
1993-02-18,2991
1993-02-19,3214
1993-02-20,2067
1993-02-21,5131
1993-02-22,5610
1993-02-23,2935
1993-02-24,3382
1993-02-25,4079
1993-02-26,5040
1993-02-27,1219
1993-02-28,1712
1993-03-01,2613
1993-03-02,2424
1993-03-03,2459
1993-03-04,4546
1993-03-05,3383
1993-03-06,1579
1993-03-07,1382
1993-03-08,1327
1993-03-09,1519
1993-03-10,3319
1993-03-11,2976
1993-03-12,3516
1993-03-13,2530
1993-03-14,3100
1993-03-15,5876
1993-03-16,4729
1993-03-17,4633
1993-03-18,2778
1993-03-19,4355
1993-03-20,1820
1993-03-21,2016
1993-03-22,4270
1993-03-23,3189
1993-03-24,4181
1993-03-25,3755
1993-03-26,3404
1993-03-27,2161
1993-03-28,2955
1993-03-29,2465
1993-03-30,2489
1993-03-31,4262
1993-04-01,4789
1993-04-02,2873
1993-04-03,2808
1993-04-04,1937
1993-04-05,2063
1993-04-06,1938
1993-04-07,2732
1993-04-08,2087
1993-04-09,1961
1993-04-10,1426
1993-04-11,1176
1993-04-12,2223
1993-04-13,2055
1993-04-14,3418
1993-04-15,4611
1993-04-16,3853
1993-04-17,1883
1993-04-18,1623
1993-04-19,2978
1993-04-20,1870
1993-04-21,1379
1993-04-22,2439
1993-04-23,2193
1993-04-24,1513
1993-04-25,1533
1993-04-26,1883
1993-04-27,1174
1993-04-28,1265
1993-04-29,2116
1993-04-30,1851
1993-05-01,1310
1993-05-02,1433
1993-05-03,1899
1993-05-04,2526
1993-05-05,3195
1993-05-06,2449
1993-05-07,1611
1993-05-08,1171
1993-05-09,2216
1993-05-10,1470
1993-05-11,1503
1993-05-12,2856
1993-05-13,1933
1993-05-14,1393
1993-05-15,780
1993-05-16,1698
1993-05-17,1497
1993-05-18,1788
1993-05-19,2180
1993-05-20,1539
1993-05-21,1279
1993-05-22,904
1993-05-23,1507
1993-05-24,1727
1993-05-25,1493
1993-05-26,1567
1993-05-27,1622
1993-05-28,2571
1993-05-29,880
1993-05-30,1339
1993-05-31,1733
1993-06-01,1455
1993-06-02,1581
1993-06-03,1473
1993-06-04,3054
1993-06-05,1524
1993-06-06,1944
1993-06-07,2585
1993-06-08,3385
1993-06-09,3936
1993-06-10,2581
1993-06-11,3065
1993-06-12,1525
1993-06-13,1641
1993-06-14,2109
1993-06-15,1429
1993-06-16,1594
1993-06-17,2567
1993-06-18,2590
1993-06-19,2052
1993-06-20,2145
1993-06-21,2687
1993-06-22,1347
1993-06-23,1659
1993-06-24,3454
1993-06-25,3153
1993-06-26,1913
1993-06-27,1618
1993-06-28,2651
1993-06-29,1968
1993-06-30,2299
1993-07-01,1933
1993-07-02,2509
1993-07-03,1554
1993-07-04,368
1993-07-05,1535
1993-07-06,1614
1993-07-07,1929
1993-07-08,2277
1993-07-09,1739
1993-07-10,1676
1993-07-11,2251
