DATE,num_of_arrival_delays
1998-01-01,1460
1998-01-02,2412
1998-01-03,3271
1998-01-04,5037
1998-01-05,4880
1998-01-06,5157
1998-01-07,4794
1998-01-08,4550
1998-01-09,3372
1998-01-10,1821
1998-01-11,3953
1998-01-12,3820
1998-01-13,2430
1998-01-14,4149
1998-01-15,5533
1998-01-16,5488
1998-01-17,1808
1998-01-18,2899
1998-01-19,2323
1998-01-20,1540
1998-01-21,3027
1998-01-22,4343
1998-01-23,4301
1998-01-24,1496
1998-01-25,1432
1998-01-26,2168
1998-01-27,1861
1998-01-28,2901
1998-01-29,1756
1998-01-30,2164
1998-01-31,1463
1998-02-01,1900
1998-02-02,2777
1998-02-03,3078
1998-02-04,4595
1998-02-05,3809
1998-02-06,3178
1998-02-07,1703
1998-02-08,2579
1998-02-09,2684
1998-02-10,3462
1998-02-11,4073
1998-02-12,3121
1998-02-13,2687
1998-02-14,2187
1998-02-15,1943
1998-02-16,5318
1998-02-17,6395
1998-02-18,3816
1998-02-19,3619
1998-02-20,3095
1998-02-21,2227
1998-02-22,3430
1998-02-23,3650
1998-02-24,3765
1998-02-25,2785
1998-02-26,3509
1998-02-27,2770
1998-02-28,1919
1998-03-01,2339
1998-03-02,1888
1998-03-03,1881
1998-03-04,1883
1998-03-05,2872
1998-03-06,3638
1998-03-07,3879
1998-03-08,5087
1998-03-09,4503
1998-03-10,2197
1998-03-11,2721
1998-03-12,2487
1998-03-13,3144
1998-03-14,2449
1998-03-15,3633
1998-03-16,3568
1998-03-17,3892
1998-03-18,5683
1998-03-19,5246
1998-03-20,5454
1998-03-21,3534
1998-03-22,3434
1998-03-23,2483
1998-03-24,1907
1998-03-25,2116
1998-03-26,3586
1998-03-27,3985
1998-03-28,2174
1998-03-29,2792
1998-03-30,2765
1998-03-31,2810
1998-04-01,3170
1998-04-02,2557
1998-04-03,4567
1998-04-04,1853
1998-04-05,1672
1998-04-06,1860
1998-04-07,1907
1998-04-08,4087
1998-04-09,5461
1998-04-10,2103
1998-04-11,1559
1998-04-12,1531
1998-04-13,3038
1998-04-14,2178
1998-04-15,3716
1998-04-16,4752
1998-04-17,4076
1998-04-18,2311
1998-04-19,3825
1998-04-20,2464
1998-04-21,1850
1998-04-22,2380
1998-04-23,3581
1998-04-24,2302
1998-04-25,1163
1998-04-26,3664
1998-04-27,2191
