DATE,num_of_departure_delays
1998-01-01,1432
1998-01-02,2137
1998-01-03,3203
1998-01-04,4594
1998-01-05,4076
1998-01-06,3946
1998-01-07,3571
1998-01-08,3388
1998-01-09,2528
1998-01-10,1645
1998-01-11,3332
1998-01-12,3120
1998-01-13,1605
1998-01-14,2991
1998-01-15,4240
1998-01-16,4310
1998-01-17,1403
1998-01-18,2184
1998-01-19,1662
1998-01-20,1027
1998-01-21,2130
1998-01-22,3239
1998-01-23,3350
1998-01-24,1165
1998-01-25,1132
1998-01-26,1609
1998-01-27,1250
1998-01-28,2038
1998-01-29,1309
1998-01-30,1691
1998-01-31,1220
1998-02-01,1627
1998-02-02,1821
1998-02-03,2120
1998-02-04,3187
1998-02-05,2651
1998-02-06,2358
1998-02-07,1288
1998-02-08,2085
1998-02-09,2088
1998-02-10,2541
1998-02-11,2840
1998-02-12,2403
1998-02-13,2270
1998-02-14,1908
1998-02-15,1504
1998-02-16,3817
1998-02-17,4771
1998-02-18,3002
1998-02-19,2686
1998-02-20,2643
1998-02-21,1850
1998-02-22,2722
1998-02-23,2444
1998-02-24,2755
1998-02-25,2086
1998-02-26,2656
1998-02-27,2277
1998-02-28,1549
1998-03-01,1941
1998-03-02,1385
1998-03-03,1137
1998-03-04,1356
1998-03-05,1998
1998-03-06,2705
1998-03-07,3089
1998-03-08,4158
1998-03-09,3579
1998-03-10,1691
1998-03-11,2330
1998-03-12,2172
1998-03-13,2670
1998-03-14,2225
1998-03-15,3029
1998-03-16,2916
1998-03-17,3006
1998-03-18,4543
1998-03-19,4324
1998-03-20,4542
1998-03-21,2961
1998-03-22,3129
1998-03-23,2054
1998-03-24,1338
1998-03-25,1611
1998-03-26,2933
1998-03-27,3241
1998-03-28,1957
1998-03-29,2260
1998-03-30,2133
1998-03-31,2087
1998-04-01,2242
1998-04-02,2078
1998-04-03,3976
1998-04-04,1895
1998-04-05,1608
1998-04-06,1358
1998-04-07,1299
1998-04-08,2817
1998-04-09,4210
1998-04-10,1793
1998-04-11,1256
1998-04-12,1204
1998-04-13,2350
1998-04-14,1465
1998-04-15,2489
1998-04-16,3539
1998-04-17,3216
1998-04-18,1944
1998-04-19,3333
1998-04-20,2060
1998-04-21,1418
1998-04-22,1688
1998-04-23,2750
1998-04-24,2067
1998-04-25,1142
1998-04-26,2829
1998-04-27,1554
1998-04-28,1723
1998-04-29,2291
1998-04-30,2568
1998-05-01,3274
1998-05-02,1689
1998-05-03,2440
1998-05-04,1865
1998-05-05,2064
1998-05-06,3359
1998-05-07,4485
1998-05-08,4125
1998-05-09,1594
1998-05-10,2194
1998-05-11,2422
1998-05-12,1902
1998-05-13,1747
1998-05-14,2364
1998-05-15,3531
1998-05-16,1612
1998-05-17,1868
1998-05-18,1756
1998-05-19,1911
1998-05-20,2298
1998-05-21,3376
1998-05-22,3410
1998-05-23,1596
1998-05-24,797
1998-05-25,1465
1998-05-26,1622
1998-05-27,2028
1998-05-28,2521
1998-05-29,2893
1998-05-30,1592
1998-05-31,2574
1998-06-01,2154
1998-06-02,1609
1998-06-03,1831
1998-06-04,3689
1998-06-05,3721
1998-06-06,1483
1998-06-07,1981
1998-06-08,1996
1998-06-09,2026
1998-06-10,3480
1998-06-11,5217
1998-06-12,4269
1998-06-13,3944
1998-06-14,3330
1998-06-15,2842
1998-06-16,3521
1998-06-17,2410
1998-06-18,3776
1998-06-19,5237
1998-06-20,3198
1998-06-21,2568
1998-06-22,3285
1998-06-23,2886
1998-06-24,2673
1998-06-25,3543
1998-06-26,4291
1998-06-27,3974
1998-06-28,3292
1998-06-29,3158
1998-06-30,4461
1998-07-01,3006
1998-07-02,2702
1998-07-03,1637
1998-07-04,966
1998-07-05,1588
1998-07-06,2020
1998-07-07,3257
1998-07-08,2355
1998-07-09,1969
1998-07-10,2888
1998-07-11,1631
1998-07-12,1975
1998-07-13,1733
1998-07-14,1791
1998-07-15,1908
1998-07-16,2854
1998-07-17,3540
1998-07-18,1958
1998-07-19,3008
1998-07-20,2917
1998-07-21,3108
1998-07-22,2953
1998-07-23,3415
1998-07-24,3045
1998-07-25,1839
1998-07-26,2500
1998-07-27,2118
1998-07-28,1501
1998-07-29,2371
1998-07-30,3333
1998-07-31,3050
1998-08-01,1973
1998-08-02,1957
1998-08-03,1840
1998-08-04,3543
1998-08-05,3273
1998-08-06,3068
1998-08-07,4287
1998-08-08,2588
1998-08-09,3332
1998-08-10,3364
1998-08-11,2536
1998-08-12,2078
1998-08-13,2372
1998-08-14,3260
1998-08-15,2092
1998-08-16,2957
1998-08-17,3324
1998-08-18,3356
1998-08-19,1807
