DATE,num_of_departure_delays
1993-01-01,1523
1993-01-02,3064
1993-01-03,4818
1993-01-04,3705
1993-01-05,2190
1993-01-06,1908
1993-01-07,1798
1993-01-08,2728
1993-01-09,2419
1993-01-10,3195
1993-01-11,2500
1993-01-12,3073
1993-01-13,3855
1993-01-14,1696
1993-01-15,2566
1993-01-16,1233
1993-01-17,2152
1993-01-18,2352
1993-01-19,2066
1993-01-20,1921
1993-01-21,3455
1993-01-22,2225
1993-01-23,710
1993-01-24,1075
1993-01-25,658
1993-01-26,470
1993-01-27,590
1993-01-28,985
1993-01-29,1696
1993-01-30,561
1993-01-31,902
1993-02-01,828
1993-02-02,509
1993-02-03,1305
1993-02-04,1963
1993-02-05,1013
1993-02-06,1612
1993-02-07,1275
1993-02-08,920
1993-02-09,950
1993-02-10,1544
1993-02-11,2609
1993-02-12,4180
1993-02-13,2347
1993-02-14,942
1993-02-15,2896
1993-02-16,4128
1993-02-17,1883
1993-02-18,1953
1993-02-19,2337
1993-02-20,1402
1993-02-21,4001
1993-02-22,4608
1993-02-23,2076
1993-02-24,2227
1993-02-25,3110
1993-02-26,3989
1993-02-27,1018
1993-02-28,1322
1993-03-01,1709
1993-03-02,1628
1993-03-03,1455
1993-03-04,3551
1993-03-05,2627
1993-03-06,1249
1993-03-07,959
1993-03-08,720
1993-03-09,934
1993-03-10,2191
1993-03-11,2022
1993-03-12,2458
1993-03-13,2221
1993-03-14,2971
1993-03-15,5253
1993-03-16,3721
1993-03-17,3379
1993-03-18,2146
1993-03-19,3660
1993-03-20,1462
1993-03-21,1498
1993-03-22,3460
1993-03-23,2164
1993-03-24,3299
1993-03-25,2776
1993-03-26,2389
1993-03-27,1556
1993-03-28,2311
1993-03-29,1658
1993-03-30,1664
1993-03-31,2991
1993-04-01,3975
1993-04-02,2311
1993-04-03,2357
1993-04-04,1425
1993-04-05,1141
1993-04-06,1157
1993-04-07,1806
1993-04-08,1288
1993-04-09,1112
1993-04-10,845
1993-04-11,619
1993-04-12,1319
1993-04-13,1311
1993-04-14,2535
1993-04-15,3338
1993-04-16,2812
1993-04-17,1194
1993-04-18,1040
1993-04-19,1838
1993-04-20,964
1993-04-21,625
1993-04-22,1591
1993-04-23,1399
1993-04-24,775
1993-04-25,869
1993-04-26,1140
1993-04-27,585
1993-04-28,656
1993-04-29,1249
1993-04-30,1259
1993-05-01,747
1993-05-02,923
1993-05-03,940
1993-05-04,1529
1993-05-05,2009
1993-05-06,1484
1993-05-07,830
1993-05-08,623
1993-05-09,1634
1993-05-10,770
1993-05-11,649
1993-05-12,1665
1993-05-13,1184
1993-05-14,892
1993-05-15,523
1993-05-16,1237
1993-05-17,927
1993-05-18,909
1993-05-19,1373
1993-05-20,914
1993-05-21,713
1993-05-22,531
1993-05-23,932
1993-05-24,849
1993-05-25,892
1993-05-26,853
1993-05-27,967
1993-05-28,1601
1993-05-29,509
1993-05-30,755
1993-05-31,957
